text	label
In addition to the presentations held by President & CEO Kai Telanne and CFO Tuomas Itkonen , participants will have an opportunity to discuss with other members of the company 's management	neutral
Finnish laboratory liquid handling and diagnostic test systems developer Biohit Oyj OMX Helsinki : BIOBV issued on Tuesday 3 June a profit warning for the financial year 2008	negative
The webcast may be followed online on the company website at www.ruukki.com/investors	neutral
The company 's order book stood at 1.5 bln euro $ 2.2 bln on September 30 , 2007 , up by 24.2 pct on the year , with international orders amounting to 365 mln euro $ 534.3 mln	positive
The financial statements release will be available after publishing on the Company 's internet pages at www.cargotec.com	neutral
The firm builds components for mobile phones and other communications products	neutral
The program 's target is structural cost reductions of about EUR 30mn in 2009	positive
Kalmar has been awarded a new 5-year contract to supply its Rough Terrain Container Handler RTCH	positive
After piloting , the instrument will be further developed according to the experiences gained	neutral
Under the agreement , Larox will transfer 10 employees within engineering and documentation related to delivery projects and product maintenance in Finland to Etteplan as of January 1 , 2007	neutral
The District Court of Helsinki dismissed all charges as the court of first instance in 2005	positive
Furthermore , sales of new passenger cars and light commercial vehicles in the country declined by 5.4 % year-on-year last month	negative
The amending of the proposal simplifies the proposed plan and increases the incentive for key employees to stay in the Company	positive
Of the price , Kesko 's share is 10 mln euro $ 15.5 mln and it will recognize a gain of 4.0 mln euro $ 6.2 mln on the disposal which will be included in the result for the second quarter of 2008	positive
Finnish Aktia Group 's operating profit rose to EUR 17.5 mn in the first quarter of 2010 from EUR 8.2 mn in the first quarter of 2009	positive
The front surfaces of these valve plates are directed towards each other	neutral
EUR 220 million of the transaction consideration was paid in the form of four-year interest-bearing vendor notes	neutral
According to CEO Matti Perkonoja of the parent company HKScan , the company 's performance in the first quarter of 2010 has remained clearly below the level of the corresponding period in 2009	negative
26 January 2011 - Finnish software solutions provider Basware ( HEL : BAS1V ) said yesterday it adjusted its strategy and goals for the next four years with focus on international growth mainly via acquisitions	neutral
If the employee leaves the company within the duration of the cover , the money invested to ensure commitment is returned to the company	neutral
An appeal concerning the project has been lodged at the Czech Ministry of the Environment	neutral
A portion , $ 12.5 million , will be recorded as part of its winnings in a prior patent dispute with Finnish phone maker Nokia Oyj	positive
Kauko-Telko 's centralized administration will be dissolved and appropriate parts of it will be transferred to operating activities and Group administration by the end of the year	neutral
The optimization of the steel components heating process will reduce the energy consumption	positive
Featuring the S60 user interface , this 135-gram model also comes with a 2.4-inch quarter VGA display and 100 megabytes of internal memory , expandable through the Micro Secure Digital slot	neutral
The four-year contract between the bank and Ski Sport Finland will bring the bank 's advertisements to skiers helmets and caps	neutral
In the first quarter of 2008 , Sacanfil 's net sales totalled EUR 50.0 mn and its operating profit EUR 4.7 mn	neutral
About Stonesoft Corporation Stonesoft Corporation ( OMX : SFT1V ) is an innovative provider of integrated network security solutions to secure the information flow of distributed organizations	neutral
Recently the company decided to build a second identical plant at the same site due to be commissioned toward the end of 2008	neutral
The beers differ slightly from mainstream beers	neutral
The results will enable the preparation of a conceptual plant design and capital estimates	neutral
Nokia - the world 's largest mobile phone manufacturer - and China Postel - China 's largest mobile phone distributor - have a long-standing partnership that continues to grow stronger over time	positive
The extracted filtrates are very high in clarity while the dried filter cakes meet required transport moisture limits (TMLs)for their ore grades	neutral
Our customers include companies in the energy and process industry sectors , in particular	neutral
LONDON ICIS -- Tikkurila has completed the sale of its powder coatings business to Finnish industrial coatings firm Teknos Group , the Finland-based decorative paints company said on Wednesday	neutral
Tallink Silja attributes the significant drop to problems with the booking system that was taken into operation in October , the sale of trailer ferry ` Sky Wind ' and the route between Stockholm and Riga , which has won passengers from the Helsinki-Stockholm route	negative
With CapMan as a partner , we will be able to further develop our business and continue to focus on providing quality restaurant services for our customers , '' says Christopher Wynne , CEO of Papa John 's Russia	positive
Other measures included increasing synergies and economies of scale within the Grimaldi Group and personnel adjustments , divestments and redelivery of excess tonnage	neutral
`` As defences mature , attackers develop Trojans that are equipped with content filters to detect online banking activity for capturing account details using methods such as form grabbing , screen shots , video captures , keylogging and injection of form fields	neutral
The price of GMO soy is 5 % -7 % lower than that of non-GMO	neutral
`` The rest of this week 's tapings of Jimmy Kimmel Live have been canceled until he is back on his feet	neutral
Pharmaceutical market in Poland Global Research & Data Services published recently a market analysis about the pharmaceutical markets in Poland	neutral
The steelmaker said that the drop in profit was explained by the continuing economic uncertainty , mixed with the current drought in bank lending , resulting in a decline in demand for its products as customers find it increasingly difficult to fund operations	negative
